store_id,product_id,category,week_start,opening_stock,units_received,spoilage_units,units_sold,closing_stock,stockout_flag,lost_sales_units,reorder_point,safety_stock,supplier_id
S006,P007,Packaged Foods,2025-08-18,81,44.0,0,30,51,0,0,43,11,SUP003
S009,P026,Personal Care,2025-11-10,393,328.0,1,124,268,0,0,239,40,SUP010
S003,P019,Household Essentials,2025-09-08,38,0.0,0,38,0,1,2,61,15,SUP007
S014,P026,Personal Care,2025-09-08,221,163.0,0,59,162,0,0,140,23,SUP010
S016,P001,Perishables,2025-04-14,53,0.0,2,30,21,0,0,58,10,SUP001
S006,P014,Beverages,2025-03-10,215,129.0,1,32,182,0,0,77,13,SUP006
S009,P006,Perishables,2025-06-09,419,0.0,21,64,334,0,0,170,21,SUP002
S006,P030,Personal Care,2025-12-08,145,0.0,0,39,106,0,0,89,15,SUP010
S012,P006,Perishables,2025-11-10,172,0.0,9,14,149,0,0,53,7,SUP002
S004,P008,Packaged Foods,2025-05-12,71,71.0,0,23,48,0,0,57,7,SUP004
S004,P001,Perishables,2025-11-24,90,76.0,3,20,67,0,0,54,9,SUP001
S009,P029,Personal Care,2025-12-29,231,0.0,0,27,204,0,0,98,12,SUP009
S009,P023,Household Essentials,2025-08-04,391,391.0,0,71,320,0,0,121,30,SUP007
S003,P007,Packaged Foods,2025-03-31,79,56.0,0,30,49,0,0,42,11,SUP003
S004,P027,Personal Care,2025-10-27,50,0.0,0,24,26,0,0,72,9,SUP009
S011,P030,Personal Care,2025-02-17,118,0.0,0,30,88,0,0,79,13,SUP010
S010,P005,Perishables,2025-04-07,171,0.0,10,51,110,0,0,118,20,SUP001
S002,P016,Beverages,2025-02-24,152,0.0,0,56,96,0,0,147,24,SUP006
S013,P006,Perishables,2025-09-29,66,0.0,3,57,6,0,0,152,19,SUP002
S006,P027,Personal Care,2025-11-17,552,0.0,3,36,513,0,0,150,19,SUP009
S002,P008,Packaged Foods,2025-12-22,530,224.0,1,32,497,0,0,118,15,SUP004
S013,P018,Beverages,2025-09-29,438,0.0,2,103,333,0,0,205,34,SUP006
S007,P005,Perishables,2025-03-31,254,0.0,15,54,185,0,0,107,18,SUP001
S003,P002,Perishables,2025-06-23,98,0.0,4,22,72,0,0,78,10,SUP002
S015,P017,Beverages,2025-10-27,476,0.0,2,58,416,0,0,172,22,SUP005
S004,P003,Perishables,2025-01-06,51,0.0,2,19,30,0,0,44,7,SUP001
S008,P021,Household Essentials,2025-05-12,57,0.0,0,43,14,0,0,52,13,SUP007
S004,P002,Perishables,2025-08-18,110,0.0,5,10,95,0,0,38,5,SUP002
S011,P024,Household Essentials,2025-07-07,144,0.0,0,30,114,0,0,70,12,SUP008
S005,P004,Perishables,2025-02-24,838,0.0,42,71,725,0,0,262,33,SUP002
S012,P021,Household Essentials,2025-01-20,60,0.0,0,34,26,0,0,47,12,SUP007
S001,P020,Household Essentials,2025-03-24,181,0.0,0,33,148,0,0,73,12,SUP008
S014,P029,Personal Care,2025-10-13,339,117.0,0,25,314,0,0,57,7,SUP009
S001,P022,Household Essentials,2025-06-09,526,0.0,0,96,430,0,0,227,38,SUP008
S006,P026,Personal Care,2025-03-03,135,0.0,0,73,62,0,0,152,25,SUP010
S005,P026,Personal Care,2025-07-21,782,0.0,2,72,708,0,0,217,36,SUP010
S005,P026,Personal Care,2025-06-23,206,0.0,0,96,110,0,0,217,36,SUP010
S013,P012,Packaged Foods,2025-12-01,429,106.0,1,26,402,0,0,83,10,SUP004
S005,P021,Household Essentials,2025-08-04,278,0.0,0,93,185,0,0,137,34,SUP007
S012,P005,Perishables,2025-06-23,169,115.0,10,25,134,0,0,62,10,SUP001
S007,P016,Beverages,2025-03-17,232,0.0,1,58,173,0,0,122,20,SUP006
S013,P018,Beverages,2025-02-24,468,0.0,2,69,397,0,0,205,34,SUP006
S004,P001,Perishables,2025-06-23,37,0.0,1,29,7,0,0,54,9,SUP001
S015,P010,Packaged Foods,2025-08-18,154,0.0,0,26,128,0,0,86,11,SUP004
S003,P022,Household Essentials,2025-12-08,194,0.0,0,59,135,0,0,146,24,SUP008
S009,P013,Beverages,2025-01-20,73,0.0,0,52,21,0,0,147,18,SUP005
S011,P003,Perishables,2025-12-29,129,97.0,5,25,99,0,0,81,14,SUP001
S004,P018,Beverages,2025-08-04,156,0.0,1,23,132,0,0,70,12,SUP006
S010,P014,Beverages,2025-11-24,169,0.0,1,28,140,0,0,71,12,SUP006
S001,P007,Packaged Foods,2025-03-24,71,0.0,0,44,27,0,0,66,16,SUP003
S010,P026,Personal Care,2025-07-14,136,0.0,0,66,70,0,0,140,23,SUP010
S004,P023,Household Essentials,2025-09-29,69,38.0,0,28,41,0,0,37,9,SUP007
S011,P001,Perishables,2025-07-14,145,108.0,6,39,100,0,0,100,17,SUP001
S016,P024,Household Essentials,2025-10-06,94,0.0,0,19,75,0,0,41,7,SUP008
S006,P021,Household Essentials,2025-08-25,280,253.0,0,54,226,0,0,96,24,SUP007
S014,P015,Beverages,2025-01-20,60,0.0,0,42,18,0,0,123,15,SUP005
S013,P028,Personal Care,2025-08-18,469,0.0,0,95,374,0,0,195,32,SUP010
S010,P028,Personal Care,2025-04-28,163,0.0,0,72,91,0,0,127,21,SUP010
S012,P005,Perishables,2025-05-05,163,0.0,10,25,128,0,0,62,10,SUP001
S003,P012,Packaged Foods,2025-04-07,145,0.0,0,24,121,0,0,57,7,SUP004
S001,P027,Personal Care,2025-10-13,861,0.0,4,61,796,0,0,228,29,SUP009
S015,P003,Perishables,2025-10-20,54,0.0,2,41,11,0,0,85,14,SUP001
S010,P025,Personal Care,2025-11-17,223,0.0,0,29,194,0,0,101,13,SUP009
S012,P015,Beverages,2025-05-19,284,223.0,1,26,257,0,0,66,8,SUP005
S013,P005,Perishables,2025-03-24,306,0.0,18,73,215,0,0,181,30,SUP001
S003,P004,Perishables,2025-03-31,123,0.0,6,63,54,0,0,180,23,SUP002
S012,P030,Personal Care,2025-10-13,52,0.0,0,28,24,0,0,43,7,SUP010
S009,P011,Packaged Foods,2025-03-10,225,140.0,0,88,137,0,0,120,30,SUP003
S016,P017,Beverages,2025-09-29,102,0.0,1,29,72,0,0,96,12,SUP005
S012,P004,Perishables,2025-12-15,232,145.0,12,24,196,0,0,90,11,SUP002
S010,P030,Personal Care,2025-03-03,55,0.0,0,40,15,0,0,82,14,SUP010
S008,P003,Perishables,2025-04-14,81,64.0,3,23,55,0,0,50,8,SUP001
S006,P019,Household Essentials,2025-03-31,75,0.0,0,34,41,0,0,62,16,SUP007
S002,P017,Beverages,2025-07-21,188,0.0,1,57,130,0,0,186,23,SUP005
S004,P004,Perishables,2025-06-23,163,0.0,8,26,129,0,0,89,11,SUP002
S012,P006,Perishables,2025-11-24,130,0.0,6,15,109,0,0,53,7,SUP002
S015,P027,Personal Care,2025-06-30,297,0.0,1,47,249,0,0,139,17,SUP009
S009,P026,Personal Care,2025-12-22,181,0.0,0,102,79,0,0,239,40,SUP010
S009,P014,Beverages,2025-08-18,271,0.0,1,54,216,0,0,122,20,SUP006
S006,P005,Perishables,2025-05-12,354,225.0,21,61,272,0,0,128,21,SUP001
S008,P027,Personal Care,2025-11-24,335,146.0,2,26,307,0,0,81,10,SUP009
S004,P028,Personal Care,2025-12-08,190,111.0,0,29,161,0,0,66,11,SUP010
S010,P026,Personal Care,2025-12-22,317,0.0,1,63,253,0,0,140,23,SUP010
S011,P017,Beverages,2025-12-29,461,0.0,2,56,403,0,0,165,21,SUP005
S009,P007,Packaged Foods,2025-04-14,81,0.0,0,41,40,0,0,68,17,SUP003
S001,P028,Personal Care,2025-09-08,128,0.0,0,88,40,0,0,210,35,SUP010
S008,P023,Household Essentials,2025-03-24,78,52.0,0,27,51,0,0,42,10,SUP007
S002,P004,Perishables,2025-04-21,308,0.0,15,71,222,0,0,184,23,SUP002
S001,P027,Personal Care,2025-06-09,1144,0.0,6,89,1049,0,0,228,29,SUP009
S003,P025,Personal Care,2025-03-17,264,0.0,1,33,230,0,0,107,13,SUP009
S009,P004,Perishables,2025-02-17,1063,0.0,53,94,916,0,0,289,36,SUP002
S014,P021,Household Essentials,2025-07-14,106,0.0,0,53,53,0,0,89,22,SUP007
S016,P011,Packaged Foods,2025-07-14,109,0.0,0,24,85,0,0,39,10,SUP003
S009,P017,Beverages,2025-03-17,1024,0.0,5,101,918,0,0,291,36,SUP005
S009,P024,Household Essentials,2025-08-04,159,0.0,0,45,114,0,0,124,21,SUP008
S016,P008,Packaged Foods,2025-03-03,201,0.0,0,22,179,0,0,61,8,SUP004
S010,P012,Packaged Foods,2025-01-20,26,0.0,0,19,7,0,0,54,7,SUP004
S005,P009,Packaged Foods,2025-09-29,119,96.0,0,47,72,0,0,63,16,SUP003
S010,P008,Packaged Foods,2025-05-26,299,0.0,1,33,265,0,0,109,14,SUP004
S004,P013,Beverages,2025-11-03,239,0.0,0,14,225,0,0,45,6,SUP005
S008,P026,Personal Care,2025-09-15,137,90.0,0,38,99,0,0,83,14,SUP010
S009,P012,Packaged Foods,2025-10-20,4,0.0,0,4,0,1,27,92,12,SUP004
S001,P002,Perishables,2025-07-07,270,0.0,12,38,220,0,0,121,15,SUP002
S015,P020,Household Essentials,2025-04-07,62,0.0,0,17,45,0,0,44,7,SUP008
S006,P002,Perishables,2025-07-07,109,0.0,5,22,82,0,0,79,10,SUP002
S008,P016,Beverages,2025-06-23,149,0.0,0,27,122,0,0,80,13,SUP006
S014,P005,Perishables,2025-03-17,183,170.0,11,67,105,0,0,117,20,SUP001
S001,P007,Packaged Foods,2025-03-31,123,96.0,0,46,77,0,0,66,16,SUP003
S006,P014,Beverages,2025-09-22,261,81.0,1,28,232,0,0,77,13,SUP006
S003,P015,Beverages,2025-03-10,374,0.0,1,37,336,0,0,132,16,SUP005
S016,P026,Personal Care,2025-11-17,125,0.0,0,34,91,0,0,79,13,SUP010
S005,P009,Packaged Foods,2025-02-03,205,205.0,0,44,161,0,0,63,16,SUP003
S006,P029,Personal Care,2025-04-28,108,0.0,0,20,88,0,0,62,8,SUP009
S009,P016,Beverages,2025-10-06,410,0.0,1,100,309,0,0,230,38,SUP006
S011,P017,Beverages,2025-07-28,203,0.0,1,46,156,0,0,165,21,SUP005
S013,P016,Beverages,2025-02-24,225,0.0,1,92,132,0,0,207,34,SUP006
S011,P019,Household Essentials,2025-05-19,60,0.0,0,36,24,0,0,55,14,SUP007
S016,P008,Packaged Foods,2025-06-30,149,0.0,0,20,129,0,0,61,8,SUP004
S016,P018,Beverages,2025-09-01,100,0.0,0,33,67,0,0,75,12,SUP006
S011,P016,Beverages,2025-01-27,361,224.0,1,55,305,0,0,130,22,SUP006
S006,P005,Perishables,2025-07-07,434,0.0,26,54,354,0,0,128,21,SUP001
S009,P023,Household Essentials,2025-08-11,320,0.0,0,69,251,0,0,121,30,SUP007
S008,P018,Beverages,2025-10-06,86,0.0,0,31,55,0,0,79,13,SUP006
S004,P019,Household Essentials,2025-05-26,31,0.0,0,21,10,0,0,30,7,SUP007
S009,P005,Perishables,2025-12-29,372,0.0,22,76,274,0,0,201,34,SUP001
S006,P004,Perishables,2025-07-21,135,0.0,7,54,74,0,0,183,23,SUP002
S010,P019,Household Essentials,2025-11-24,42,0.0,0,35,7,0,0,57,14,SUP007
S015,P027,Personal Care,2025-07-28,135,0.0,1,38,96,0,0,139,17,SUP009
S012,P014,Beverages,2025-12-15,112,58.0,0,14,98,0,0,38,6,SUP006
S008,P002,Perishables,2025-10-20,19,0.0,1,18,0,1,0,43,5,SUP002
S012,P030,Personal Care,2025-03-17,94,0.0,0,18,76,0,0,43,7,SUP010
S015,P029,Personal Care,2025-02-17,233,0.0,0,14,219,0,0,58,7,SUP009
S009,P024,Household Essentials,2025-06-30,426,125.0,0,52,374,0,0,124,21,SUP008
S015,P029,Personal Care,2025-10-06,147,0.0,0,21,126,0,0,58,7,SUP009
S014,P014,Beverages,2025-03-24,102,84.0,0,36,66,0,0,71,12,SUP006
S013,P023,Household Essentials,2025-11-10,139,0.0,0,54,85,0,0,108,27,SUP007
S005,P003,Perishables,2025-06-16,83,0.0,3,56,24,0,0,130,22,SUP001
S010,P017,Beverages,2025-03-03,544,0.0,3,60,481,0,0,171,21,SUP005
S011,P020,Household Essentials,2025-05-26,46,0.0,0,24,22,0,0,43,7,SUP008
S002,P029,Personal Care,2025-01-27,89,81.0,0,23,66,0,0,62,8,SUP009
S001,P008,Packaged Foods,2025-08-25,198,0.0,0,49,149,0,0,179,22,SUP004
S003,P009,Packaged Foods,2025-12-15,74,0.0,0,32,42,0,0,43,11,SUP003
S006,P025,Personal Care,2025-07-07,394,0.0,1,35,358,0,0,109,14,SUP009
S006,P021,Household Essentials,2025-04-14,101,0.0,0,60,41,0,0,96,24,SUP007
S011,P013,Beverages,2025-07-28,42,0.0,0,22,20,0,0,84,10,SUP005
S016,P017,Beverages,2025-12-15,261,0.0,1,31,229,0,0,96,12,SUP005
S015,P008,Packaged Foods,2025-01-06,123,0.0,0,32,91,0,0,109,14,SUP004
S001,P027,Personal Care,2025-02-17,871,0.0,4,78,789,0,0,228,29,SUP009
S009,P004,Perishables,2025-12-08,1002,0.0,50,84,868,0,0,289,36,SUP002
S005,P010,Packaged Foods,2025-04-14,99,0.0,0,45,54,0,0,133,17,SUP004
S016,P020,Household Essentials,2025-04-21,16,0.0,0,12,4,0,0,25,4,SUP008
S006,P010,Packaged Foods,2025-12-15,144,110.0,0,29,115,0,0,93,12,SUP004
S001,P001,Perishables,2025-06-02,112,0.0,4,70,38,0,0,170,28,SUP001
S011,P001,Perishables,2025-01-27,277,173.0,11,44,222,0,0,100,17,SUP001
S003,P004,Perishables,2025-02-03,484,283.0,24,68,392,0,0,180,23,SUP002
S002,P022,Household Essentials,2025-05-12,407,0.0,0,62,345,0,0,149,25,SUP008
S011,P028,Personal Care,2025-02-24,352,0.0,0,43,309,0,0,123,20,SUP010
S014,P025,Personal Care,2025-01-27,152,135.0,0,33,119,0,0,101,13,SUP009
S013,P006,Perishables,2025-02-24,471,0.0,24,56,391,0,0,152,19,SUP002
S002,P010,Packaged Foods,2025-04-14,114,0.0,0,24,90,0,0,93,12,SUP004
S005,P015,Beverages,2025-10-06,751,0.0,3,56,692,0,0,192,24,SUP005
S011,P028,Personal Care,2025-05-19,79,0.0,0,57,22,0,0,123,20,SUP010
S002,P020,Household Essentials,2025-09-15,40,0.0,0,24,16,0,0,48,8,SUP008
S009,P014,Beverages,2025-06-02,125,0.0,0,69,56,0,0,122,20,SUP006
S006,P009,Packaged Foods,2025-12-22,58,0.0,0,37,21,0,0,44,11,SUP003
S001,P005,Perishables,2025-12-29,438,0.0,26,96,316,0,0,195,32,SUP001
S007,P009,Packaged Foods,2025-02-03,60,0.0,0,27,33,0,0,37,9,SUP003
S015,P019,Household Essentials,2025-04-14,179,179.0,0,34,145,0,0,58,14,SUP007
S007,P008,Packaged Foods,2025-12-15,365,0.0,1,23,341,0,0,99,12,SUP004
S004,P003,Perishables,2025-09-01,99,0.0,4,18,77,0,0,44,7,SUP001
S002,P004,Perishables,2025-06-30,943,0.0,47,55,841,0,0,184,23,SUP002
S005,P029,Personal Care,2025-08-11,114,0.0,0,27,87,0,0,89,11,SUP009
S004,P024,Household Essentials,2025-02-24,46,0.0,0,13,33,0,0,38,6,SUP008
S008,P023,Household Essentials,2025-12-15,59,0.0,0,17,42,0,0,42,10,SUP007
S001,P018,Beverages,2025-04-28,496,0.0,2,107,387,0,0,221,37,SUP006
S015,P018,Beverages,2025-01-20,207,175.0,1,51,155,0,0,135,22,SUP006
S003,P010,Packaged Foods,2025-09-29,243,0.0,1,32,210,0,0,91,11,SUP004
S014,P026,Personal Care,2025-05-26,112,0.0,0,67,45,0,0,140,23,SUP010
S009,P027,Personal Care,2025-07-07,349,0.0,2,52,295,0,0,236,29,SUP009
S011,P030,Personal Care,2025-10-13,106,0.0,0,26,80,0,0,79,13,SUP010
S015,P001,Perishables,2025-06-23,169,124.0,6,49,114,0,0,104,17,SUP001
S011,P020,Household Essentials,2025-10-13,94,0.0,0,18,76,0,0,43,7,SUP008
S015,P025,Personal Care,2025-10-13,143,0.0,0,37,106,0,0,102,13,SUP009
S011,P012,Packaged Foods,2025-03-31,240,0.0,0,20,220,0,0,52,7,SUP004
S011,P027,Personal Care,2025-03-10,692,0.0,3,45,644,0,0,134,17,SUP009
S016,P015,Beverages,2025-07-07,186,0.0,1,22,163,0,0,69,9,SUP005
S007,P008,Packaged Foods,2025-11-03,77,0.0,0,27,50,0,0,99,12,SUP004
S005,P026,Personal Care,2025-06-02,489,0.0,1,84,404,0,0,217,36,SUP010
S009,P010,Packaged Foods,2025-07-21,207,0.0,1,39,167,0,0,146,18,SUP004
S016,P011,Packaged Foods,2025-07-28,63,0.0,0,21,42,0,0,39,10,SUP003
S016,P026,Personal Care,2025-04-28,351,157.0,1,36,314,0,0,79,13,SUP010
S005,P010,Packaged Foods,2025-04-21,54,0.0,0,51,3,0,0,133,17,SUP004
S012,P004,Perishables,2025-01-06,101,0.0,5,31,65,0,0,90,11,SUP002
S014,P030,Personal Care,2025-12-29,241,149.0,0,22,219,0,0,82,14,SUP010
S002,P011,Packaged Foods,2025-03-03,84,0.0,0,37,47,0,0,76,19,SUP003
S005,P002,Perishables,2025-01-06,127,0.0,6,34,87,0,0,113,14,SUP002
S006,P024,Household Essentials,2025-07-28,76,0.0,0,30,46,0,0,79,13,SUP008
S001,P023,Household Essentials,2025-04-21,128,0.0,0,42,86,0,0,117,29,SUP007
S007,P005,Perishables,2025-12-22,313,109.0,19,47,247,0,0,107,18,SUP001
S003,P010,Packaged Foods,2025-06-02,319,0.0,1,30,288,0,0,91,11,SUP004
S009,P011,Packaged Foods,2025-03-31,148,0.0,0,79,69,0,0,120,30,SUP003
S002,P008,Packaged Foods,2025-03-31,201,0.0,0,44,157,0,0,118,15,SUP004
S005,P028,Personal Care,2025-03-31,340,0.0,0,74,266,0,0,196,33,SUP010
S001,P013,Beverages,2025-03-24,695,0.0,1,55,639,0,0,143,18,SUP005
S009,P025,Personal Care,2025-06-02,565,0.0,1,66,498,0,0,172,22,SUP009
S001,P007,Packaged Foods,2025-01-06,82,0.0,0,37,45,0,0,66,16,SUP003
S015,P030,Personal Care,2025-12-08,129,88.0,0,26,103,0,0,83,14,SUP010
S002,P008,Packaged Foods,2025-10-20,273,0.0,1,38,234,0,0,118,15,SUP004
S014,P029,Personal Care,2025-04-07,80,0.0,0,17,63,0,0,57,7,SUP009
S012,P023,Household Essentials,2025-12-22,69,44.0,0,22,47,0,0,37,9,SUP007
S012,P028,Personal Care,2025-07-21,45,0.0,0,26,19,0,0,67,11,SUP010
S004,P016,Beverages,2025-07-07,109,0.0,0,41,68,0,0,71,12,SUP006
S004,P012,Packaged Foods,2025-08-18,80,46.0,0,5,75,0,0,28,4,SUP004
S002,P008,Packaged Foods,2025-01-27,168,141.0,0,42,126,0,0,118,15,SUP004
S004,P002,Perishables,2025-05-05,155,76.0,7,15,133,0,0,38,5,SUP002
S009,P007,Packaged Foods,2025-02-24,127,108.0,0,55,72,0,0,68,17,SUP003
S010,P006,Perishables,2025-12-15,292,0.0,15,23,254,0,0,99,12,SUP002
S014,P023,Household Essentials,2025-09-29,141,0.0,0,57,84,0,0,71,18,SUP007
S005,P005,Perishables,2025-09-08,286,198.0,17,61,208,0,0,182,30,SUP001
S009,P013,Beverages,2025-10-20,196,196.0,0,47,149,0,0,147,18,SUP005
S003,P015,Beverages,2025-12-29,212,158.0,1,46,165,0,0,132,16,SUP005
S011,P027,Personal Care,2025-02-17,846,276.0,4,55,787,0,0,134,17,SUP009
S013,P013,Beverages,2025-05-12,152,0.0,0,46,106,0,0,132,17,SUP005
S009,P016,Beverages,2025-07-28,732,0.0,2,95,635,0,0,230,38,SUP006
S015,P024,Household Essentials,2025-05-12,180,0.0,0,28,152,0,0,73,12,SUP008
S005,P028,Personal Care,2025-06-02,280,0.0,0,80,200,0,0,196,33,SUP010
S014,P007,Packaged Foods,2025-05-05,75,41.0,0,21,54,0,0,40,10,SUP003
S016,P001,Perishables,2025-02-17,63,0.0,2,26,35,0,0,58,10,SUP001
S006,P029,Personal Care,2025-09-22,169,89.0,0,15,154,0,0,62,8,SUP009
S012,P015,Beverages,2025-10-20,88,0.0,0,27,61,0,0,66,8,SUP005
S005,P015,Beverages,2025-01-06,216,0.0,1,55,160,0,0,192,24,SUP005
S007,P002,Perishables,2025-10-13,183,0.0,8,19,156,0,0,66,8,SUP002
S014,P014,Beverages,2025-12-29,110,0.0,0,30,80,0,0,71,12,SUP006
S010,P009,Packaged Foods,2025-06-09,77,49.0,0,38,39,0,0,41,10,SUP003
S008,P011,Packaged Foods,2025-09-15,77,45.0,0,20,57,0,0,41,10,SUP003
S011,P008,Packaged Foods,2025-11-10,181,0.0,0,31,150,0,0,105,13,SUP004
S016,P010,Packaged Foods,2025-04-21,73,0.0,0,15,58,0,0,48,6,SUP004
S002,P008,Packaged Foods,2025-07-21,210,0.0,0,33,177,0,0,118,15,SUP004
S008,P016,Beverages,2025-12-22,110,0.0,0,44,66,0,0,80,13,SUP006
S009,P005,Perishables,2025-12-22,499,298.0,30,97,372,0,0,201,34,SUP001
S007,P002,Perishables,2025-04-21,47,0.0,2,20,25,0,0,66,8,SUP002
S016,P023,Household Essentials,2025-09-22,75,43.0,0,25,50,0,0,40,10,SUP007
S012,P014,Beverages,2025-06-09,33,0.0,0,13,20,0,0,38,6,SUP006
S004,P029,Personal Care,2025-06-02,139,0.0,0,9,130,0,0,30,4,SUP009
S013,P011,Packaged Foods,2025-03-10,261,0.0,0,58,203,0,0,108,27,SUP003
S007,P009,Packaged Foods,2025-06-16,100,0.0,0,21,79,0,0,37,9,SUP003
S004,P029,Personal Care,2025-01-13,27,0.0,0,9,18,0,0,30,4,SUP009
S007,P001,Perishables,2025-10-20,75,0.0,3,46,26,0,0,94,16,SUP001
S013,P003,Perishables,2025-03-24,378,0.0,14,61,303,0,0,129,22,SUP001
S006,P009,Packaged Foods,2025-05-26,52,0.0,0,36,16,0,0,44,11,SUP003
S008,P023,Household Essentials,2025-03-17,53,0.0,0,27,26,0,0,42,10,SUP007
S016,P015,Beverages,2025-05-19,96,89.0,0,27,69,0,0,69,9,SUP005
S008,P013,Beverages,2025-10-20,68,68.0,0,18,50,0,0,51,6,SUP005
S007,P021,Household Essentials,2025-05-19,151,72.0,0,57,94,0,0,81,20,SUP007
S008,P025,Personal Care,2025-09-15,374,123.0,1,16,357,0,0,60,7,SUP009
S016,P010,Packaged Foods,2025-03-17,159,0.0,0,13,146,0,0,48,6,SUP004
S003,P022,Household Essentials,2025-09-29,429,236.0,0,65,364,0,0,146,24,SUP008
S013,P019,Household Essentials,2025-07-21,126,0.0,0,58,68,0,0,88,22,SUP007
S007,P009,Packaged Foods,2025-05-12,41,0.0,0,23,18,0,0,37,9,SUP003
S014,P010,Packaged Foods,2025-09-08,260,0.0,1,24,235,0,0,85,11,SUP004
S005,P008,Packaged Foods,2025-01-06,189,0.0,0,51,138,0,0,168,21,SUP004
S014,P030,Personal Care,2025-10-20,122,0.0,0,41,81,0,0,82,14,SUP010
S004,P002,Perishables,2025-04-21,50,47.0,2,13,35,0,0,38,5,SUP002
S008,P026,Personal Care,2025-01-27,96,0.0,0,39,57,0,0,83,14,SUP010
S010,P014,Beverages,2025-05-05,189,131.0,1,31,157,0,0,71,12,SUP006
S004,P004,Perishables,2025-10-27,25,0.0,1,24,0,1,7,89,11,SUP002
S008,P007,Packaged Foods,2025-09-29,70,63.0,0,16,54,0,0,23,6,SUP003
S016,P009,Packaged Foods,2025-02-17,27,0.0,0,18,9,0,0,23,6,SUP003
S005,P002,Perishables,2025-08-18,370,0.0,17,34,319,0,0,113,14,SUP002
S006,P021,Household Essentials,2025-03-24,180,121.0,0,50,130,0,0,96,24,SUP007
S011,P010,Packaged Foods,2025-08-18,99,0.0,0,23,76,0,0,83,10,SUP004
S008,P018,Beverages,2025-10-27,244,244.0,1,34,209,0,0,79,13,SUP006
S007,P003,Perishables,2025-06-09,113,97.0,4,37,72,0,0,76,13,SUP001
S008,P012,Packaged Foods,2025-06-16,119,0.0,0,10,109,0,0,32,4,SUP004
S011,P028,Personal Care,2025-05-26,188,166.0,0,59,129,0,0,123,20,SUP010
S008,P014,Beverages,2025-07-14,112,0.0,0,13,99,0,0,42,7,SUP006
S007,P015,Beverages,2025-05-26,142,0.0,1,40,101,0,0,112,14,SUP005
S002,P001,Perishables,2025-05-19,293,171.0,11,50,232,0,0,112,19,SUP001
S008,P026,Personal Care,2025-04-14,134,0.0,0,42,92,0,0,83,14,SUP010
S015,P024,Household Essentials,2025-05-05,214,139.0,0,34,180,0,0,73,12,SUP008
S005,P017,Beverages,2025-08-11,675,380.0,3,70,602,0,0,264,33,SUP005
S003,P022,Household Essentials,2025-10-06,364,0.0,0,75,289,0,0,146,24,SUP008
S003,P001,Perishables,2025-05-12,292,0.0,11,47,234,0,0,110,18,SUP001
S005,P011,Packaged Foods,2025-05-26,122,0.0,0,88,34,0,0,109,27,SUP003
S008,P023,Household Essentials,2025-08-25,56,0.0,0,32,24,0,0,42,10,SUP007
S004,P023,Household Essentials,2025-07-21,44,0.0,0,18,26,0,0,37,9,SUP007
S014,P022,Household Essentials,2025-09-22,419,249.0,0,45,374,0,0,137,23,SUP008
S009,P016,Beverages,2025-02-10,386,0.0,1,95,290,0,0,230,38,SUP006
S010,P022,Household Essentials,2025-07-21,217,0.0,0,48,169,0,0,137,23,SUP008
S012,P021,Household Essentials,2025-01-27,88,62.0,0,38,50,0,0,47,12,SUP007
S005,P006,Perishables,2025-03-17,614,0.0,31,53,530,0,0,154,19,SUP002
S014,P025,Personal Care,2025-10-20,238,0.0,0,36,202,0,0,101,13,SUP009
S012,P004,Perishables,2025-04-21,222,136.0,11,36,175,0,0,90,11,SUP002
S004,P003,Perishables,2025-07-21,110,63.0,4,23,83,0,0,44,7,SUP001
S014,P022,Household Essentials,2025-11-10,381,185.0,0,61,320,0,0,137,23,SUP008
S002,P015,Beverages,2025-06-16,325,208.0,1,41,283,0,0,135,17,SUP005
S001,P013,Beverages,2025-10-27,352,210.0,0,43,309,0,0,143,18,SUP005
S002,P016,Beverages,2025-10-06,155,0.0,0,57,98,0,0,147,24,SUP006
S008,P025,Personal Care,2025-11-03,236,0.0,0,17,219,0,0,60,7,SUP009
S006,P021,Household Essentials,2025-11-10,154,0.0,0,50,104,0,0,96,24,SUP007
S003,P009,Packaged Foods,2025-04-07,63,0.0,0,31,32,0,0,43,11,SUP003
S014,P027,Personal Care,2025-04-07,218,0.0,1,42,175,0,0,138,17,SUP009
S004,P025,Personal Care,2025-12-15,65,0.0,0,15,50,0,0,53,7,SUP009
S005,P030,Personal Care,2025-03-10,196,172.0,0,56,140,0,0,127,21,SUP010
S005,P003,Perishables,2025-03-03,142,0.0,5,78,59,0,0,130,22,SUP001
S006,P017,Beverages,2025-12-22,415,0.0,2,64,349,0,0,185,23,SUP005
S013,P012,Packaged Foods,2025-03-31,251,0.0,1,30,220,0,0,83,10,SUP004
S012,P005,Perishables,2025-07-07,164,0.0,10,33,121,0,0,62,10,SUP001
S008,P012,Packaged Foods,2025-01-06,36,0.0,0,10,26,0,0,32,4,SUP004
S013,P002,Perishables,2025-05-26,291,0.0,13,41,237,0,0,112,14,SUP002
S011,P012,Packaged Foods,2025-12-15,156,0.0,0,15,141,0,0,52,7,SUP004
S010,P005,Perishables,2025-07-14,176,0.0,11,36,129,0,0,118,20,SUP001
S008,P030,Personal Care,2025-02-24,143,0.0,0,20,123,0,0,48,8,SUP010
S008,P007,Packaged Foods,2025-02-03,76,76.0,0,15,61,0,0,23,6,SUP003
S014,P014,Beverages,2025-12-01,223,0.0,1,26,196,0,0,71,12,SUP006
