store_id,store_name,region,store_type,product_id,product_name,category,week_start,opening_stock,units_received,spoilage_units,units_sold,closing_stock,stockout_flag,lost_sales_units,lost_sales_value,reorder_point,safety_stock,supplier_id,avg_lead_time_days,reliability_score,unit_cost,unit_price,inventory_value,cogs,spoilage_cost
S001,North Flagship 1,North,Flagship,P028,Shaving Cream,Personal Care,2025-09-08,128,0.0,0,88,40,0,0,0.0,210,35,SUP010,15,0.9,150.41,217.98,6016.4,13236.08,0.0
S008,South Express 8,South,Express,P023,All-Purpose Cleaner,Household Essentials,2025-03-24,78,52.0,0,27,51,0,0,0.0,42,10,SUP007,6,0.89,343.86,620.06,17536.86,9284.220000000001,0.0
S002,North Standard 2,North,Standard,P004,Fresh Curd 500g,Perishables,2025-04-21,308,0.0,15,71,222,0,0,0.0,184,23,SUP002,21,0.92,97.3,142.66,21600.6,6908.3,1459.5
S001,North Flagship 1,North,Flagship,P027,Hand Sanitizer 200ml,Personal Care,2025-06-09,1144,0.0,6,89,1049,0,0,0.0,228,29,SUP009,18,0.9,370.0,556.57,388130.0,32930.0,2220.0
S003,North Standard 3,North,Standard,P025,Toothpaste 100g,Personal Care,2025-03-17,264,0.0,1,33,230,0,0,0.0,107,13,SUP009,18,0.9,381.89,560.84,87834.7,12602.369999999999,381.89
S009,East Flagship 9,East,Flagship,P004,Fresh Curd 500g,Perishables,2025-02-17,1063,0.0,53,94,916,0,0,0.0,289,36,SUP002,21,0.92,97.3,142.66,89126.8,9146.199999999999,5156.9
S014,West Standard 14,West,Standard,P021,Toilet Paper (6 pack),Household Essentials,2025-07-14,106,0.0,0,53,53,0,0,0.0,89,22,SUP007,6,0.89,822.15,1325.71,43573.95,43573.95,0.0
S016,West Express 16,West,Express,P011,Pasta 500g,Packaged Foods,2025-07-14,109,0.0,0,24,85,0,0,0.0,39,10,SUP003,10,0.85,389.93,598.54,33144.05,9358.32,0.0
S009,East Flagship 9,East,Flagship,P017,Instant Coffee 100g,Beverages,2025-03-17,1024,0.0,5,101,918,0,0,0.0,291,36,SUP005,19,0.83,74.68,129.0,68556.24,7542.68,373.40000000000003
S009,East Flagship 9,East,Flagship,P024,Paper Towels (2 pack),Household Essentials,2025-08-04,159,0.0,0,45,114,0,0,0.0,124,21,SUP008,13,0.97,942.51,1453.01,107446.14,42412.95,0.0
S016,West Express 16,West,Express,P008,Breakfast Cereal,Packaged Foods,2025-03-03,201,0.0,0,22,179,0,0,0.0,61,8,SUP004,21,0.85,71.87,118.18,12864.730000000001,1581.14,0.0
S010,East Standard 10,East,Standard,P012,Ketchup 500g,Packaged Foods,2025-01-20,26,0.0,0,19,7,0,0,0.0,54,7,SUP004,21,0.85,254.57,434.46,1781.99,4836.83,0.0
S005,South Flagship 5,South,Flagship,P009,Biscuits Family Pack,Packaged Foods,2025-09-29,119,96.0,0,47,72,0,0,0.0,63,16,SUP003,10,0.85,130.23,193.67,9376.56,6120.8099999999995,0.0
S010,East Standard 10,East,Standard,P008,Breakfast Cereal,Packaged Foods,2025-05-26,299,0.0,1,33,265,0,0,0.0,109,14,SUP004,21,0.85,71.87,118.18,19045.550000000003,2371.71,71.87
S004,North Express 4,North,Express,P013,Cola 2L,Beverages,2025-11-03,239,0.0,0,14,225,0,0,0.0,45,6,SUP005,19,0.83,71.04,102.19,15984.000000000002,994.5600000000001,0.0
S008,South Express 8,South,Express,P026,Body Wash 250ml,Personal Care,2025-09-15,137,90.0,0,38,99,0,0,0.0,83,14,SUP010,15,0.9,405.93,622.07,40187.07,15425.34,0.0
S009,East Flagship 9,East,Flagship,P012,Ketchup 500g,Packaged Foods,2025-10-20,4,0.0,0,4,0,1,27,11730.42,92,12,SUP004,21,0.85,254.57,434.46,0.0,1018.28,0.0
S001,North Flagship 1,North,Flagship,P002,Brown Bread,Perishables,2025-07-07,270,0.0,12,38,220,0,0,0.0,121,15,SUP002,21,0.92,168.93,291.21,37164.6,6419.34,2027.16
S015,West Standard 15,West,Standard,P020,Laundry Detergent 1kg,Household Essentials,2025-04-07,62,0.0,0,17,45,0,0,0.0,44,7,SUP008,13,0.97,395.11,674.34,17779.95,6716.87,0.0
S006,South Standard 6,South,Standard,P002,Brown Bread,Perishables,2025-07-07,109,0.0,5,22,82,0,0,0.0,79,10,SUP002,21,0.92,168.93,291.21,13852.26,3716.46,844.6500000000001
S008,South Express 8,South,Express,P016,Energy Drink Can,Beverages,2025-06-23,149,0.0,0,27,122,0,0,0.0,80,13,SUP006,15,0.83,389.91,568.72,47569.020000000004,10527.570000000002,0.0
S014,West Standard 14,West,Standard,P005,Butter 100g,Perishables,2025-03-17,183,170.0,11,67,105,0,0,0.0,117,20,SUP001,13,0.95,223.18,345.5,23433.9,14953.060000000001,2454.98
S001,North Flagship 1,North,Flagship,P007,Instant Noodles Pack,Packaged Foods,2025-03-31,123,96.0,0,46,77,0,0,0.0,66,16,SUP003,10,0.85,478.65,792.21,36856.049999999996,22017.899999999998,0.0
S006,South Standard 6,South,Standard,P014,Orange Juice 1L,Beverages,2025-09-22,261,81.0,1,28,232,0,0,0.0,77,13,SUP006,15,0.83,249.02,418.47,57772.64,6972.56,249.02
S003,North Standard 3,North,Standard,P015,Mineral Water 1L,Beverages,2025-03-10,374,0.0,1,37,336,0,0,0.0,132,16,SUP005,19,0.83,235.43,413.22,79104.48,8710.91,235.43
S016,West Express 16,West,Express,P026,Body Wash 250ml,Personal Care,2025-11-17,125,0.0,0,34,91,0,0,0.0,79,13,SUP010,15,0.9,405.93,622.07,36939.63,13801.62,0.0
S005,South Flagship 5,South,Flagship,P009,Biscuits Family Pack,Packaged Foods,2025-02-03,205,205.0,0,44,161,0,0,0.0,63,16,SUP003,10,0.85,130.23,193.67,20967.03,5730.12,0.0
S006,South Standard 6,South,Standard,P029,Deodorant Spray,Personal Care,2025-04-28,108,0.0,0,20,88,0,0,0.0,62,8,SUP009,18,0.9,518.28,771.74,45608.64,10365.599999999999,0.0
S009,East Flagship 9,East,Flagship,P016,Energy Drink Can,Beverages,2025-10-06,410,0.0,1,100,309,0,0,0.0,230,38,SUP006,15,0.83,389.91,568.72,120482.19,38991.0,389.91
S011,East Standard 11,East,Standard,P017,Instant Coffee 100g,Beverages,2025-07-28,203,0.0,1,46,156,0,0,0.0,165,21,SUP005,19,0.83,74.68,129.0,11650.080000000002,3435.28,74.68
S013,West Flagship 13,West,Flagship,P016,Energy Drink Can,Beverages,2025-02-24,225,0.0,1,92,132,0,0,0.0,207,34,SUP006,15,0.83,389.91,568.72,51468.12,35871.72,389.91
S011,East Standard 11,East,Standard,P019,Dish Soap 500ml,Household Essentials,2025-05-19,60,0.0,0,36,24,0,0,0.0,55,14,SUP007,6,0.89,633.68,997.2,15208.32,22812.48,0.0
S016,West Express 16,West,Express,P008,Breakfast Cereal,Packaged Foods,2025-06-30,149,0.0,0,20,129,0,0,0.0,61,8,SUP004,21,0.85,71.87,118.18,9271.230000000001,1437.4,0.0
S016,West Express 16,West,Express,P018,Green Tea Box,Beverages,2025-09-01,100,0.0,0,33,67,0,0,0.0,75,12,SUP006,15,0.83,203.58,352.78,13639.86,6718.14,0.0
S011,East Standard 11,East,Standard,P016,Energy Drink Can,Beverages,2025-01-27,361,224.0,1,55,305,0,0,0.0,130,22,SUP006,15,0.83,389.91,568.72,118922.55,21445.050000000003,389.91
S006,South Standard 6,South,Standard,P005,Butter 100g,Perishables,2025-07-07,434,0.0,26,54,354,0,0,0.0,128,21,SUP001,13,0.95,223.18,345.5,79005.72,12051.720000000001,5802.68
S009,East Flagship 9,East,Flagship,P023,All-Purpose Cleaner,Household Essentials,2025-08-11,320,0.0,0,69,251,0,0,0.0,121,30,SUP007,6,0.89,343.86,620.06,86308.86,23726.34,0.0
S008,South Express 8,South,Express,P018,Green Tea Box,Beverages,2025-10-06,86,0.0,0,31,55,0,0,0.0,79,13,SUP006,15,0.83,203.58,352.78,11196.900000000001,6310.9800000000005,0.0
S004,North Express 4,North,Express,P019,Dish Soap 500ml,Household Essentials,2025-05-26,31,0.0,0,21,10,0,0,0.0,30,7,SUP007,6,0.89,633.68,997.2,6336.799999999999,13307.279999999999,0.0
S009,East Flagship 9,East,Flagship,P005,Butter 100g,Perishables,2025-12-29,372,0.0,22,76,274,0,0,0.0,201,34,SUP001,13,0.95,223.18,345.5,61151.32,16961.68,4909.96
S006,South Standard 6,South,Standard,P004,Fresh Curd 500g,Perishables,2025-07-21,135,0.0,7,54,74,0,0,0.0,183,23,SUP002,21,0.92,97.3,142.66,7200.2,5254.2,681.1
S010,East Standard 10,East,Standard,P019,Dish Soap 500ml,Household Essentials,2025-11-24,42,0.0,0,35,7,0,0,0.0,57,14,SUP007,6,0.89,633.68,997.2,4435.759999999999,22178.8,0.0
S015,West Standard 15,West,Standard,P027,Hand Sanitizer 200ml,Personal Care,2025-07-28,135,0.0,1,38,96,0,0,0.0,139,17,SUP009,18,0.9,370.0,556.57,35520.0,14060.0,370.0
S012,East Express 12,East,Express,P014,Orange Juice 1L,Beverages,2025-12-15,112,58.0,0,14,98,0,0,0.0,38,6,SUP006,15,0.83,249.02,418.47,24403.960000000003,3486.28,0.0
S008,South Express 8,South,Express,P002,Brown Bread,Perishables,2025-10-20,19,0.0,1,18,0,1,0,0.0,43,5,SUP002,21,0.92,168.93,291.21,0.0,3040.7400000000002,168.93
S012,East Express 12,East,Express,P030,Hair Oil 200ml,Personal Care,2025-03-17,94,0.0,0,18,76,0,0,0.0,43,7,SUP010,15,0.9,312.2,464.39,23727.2,5619.599999999999,0.0
S015,West Standard 15,West,Standard,P029,Deodorant Spray,Personal Care,2025-02-17,233,0.0,0,14,219,0,0,0.0,58,7,SUP009,18,0.9,518.28,771.74,113503.31999999999,7255.92,0.0
S009,East Flagship 9,East,Flagship,P024,Paper Towels (2 pack),Household Essentials,2025-06-30,426,125.0,0,52,374,0,0,0.0,124,21,SUP008,13,0.97,942.51,1453.01,352498.74,49010.52,0.0
S015,West Standard 15,West,Standard,P029,Deodorant Spray,Personal Care,2025-10-06,147,0.0,0,21,126,0,0,0.0,58,7,SUP009,18,0.9,518.28,771.74,65303.28,10883.88,0.0
S014,West Standard 14,West,Standard,P014,Orange Juice 1L,Beverages,2025-03-24,102,84.0,0,36,66,0,0,0.0,71,12,SUP006,15,0.83,249.02,418.47,16435.32,8964.720000000001,0.0
S013,West Flagship 13,West,Flagship,P023,All-Purpose Cleaner,Household Essentials,2025-11-10,139,0.0,0,54,85,0,0,0.0,108,27,SUP007,6,0.89,343.86,620.06,29228.100000000002,18568.440000000002,0.0
S005,South Flagship 5,South,Flagship,P003,Paneer 200g,Perishables,2025-06-16,83,0.0,3,56,24,0,0,0.0,130,22,SUP001,13,0.95,33.93,50.31,814.3199999999999,1900.08,101.78999999999999
S010,East Standard 10,East,Standard,P017,Instant Coffee 100g,Beverages,2025-03-03,544,0.0,3,60,481,0,0,0.0,171,21,SUP005,19,0.83,74.68,129.0,35921.08,4480.8,224.04000000000002
S011,East Standard 11,East,Standard,P020,Laundry Detergent 1kg,Household Essentials,2025-05-26,46,0.0,0,24,22,0,0,0.0,43,7,SUP008,13,0.97,395.11,674.34,8692.42,9482.64,0.0
S002,North Standard 2,North,Standard,P029,Deodorant Spray,Personal Care,2025-01-27,89,81.0,0,23,66,0,0,0.0,62,8,SUP009,18,0.9,518.28,771.74,34206.479999999996,11920.439999999999,0.0
S001,North Flagship 1,North,Flagship,P008,Breakfast Cereal,Packaged Foods,2025-08-25,198,0.0,0,49,149,0,0,0.0,179,22,SUP004,21,0.85,71.87,118.18,10708.630000000001,3521.63,0.0
S003,North Standard 3,North,Standard,P009,Biscuits Family Pack,Packaged Foods,2025-12-15,74,0.0,0,32,42,0,0,0.0,43,11,SUP003,10,0.85,130.23,193.67,5469.66,4167.36,0.0
S006,South Standard 6,South,Standard,P025,Toothpaste 100g,Personal Care,2025-07-07,394,0.0,1,35,358,0,0,0.0,109,14,SUP009,18,0.9,381.89,560.84,136716.62,13366.15,381.89
S006,South Standard 6,South,Standard,P021,Toilet Paper (6 pack),Household Essentials,2025-04-14,101,0.0,0,60,41,0,0,0.0,96,24,SUP007,6,0.89,822.15,1325.71,33708.15,49329.0,0.0
S011,East Standard 11,East,Standard,P013,Cola 2L,Beverages,2025-07-28,42,0.0,0,22,20,0,0,0.0,84,10,SUP005,19,0.83,71.04,102.19,1420.8000000000002,1562.88,0.0
S016,West Express 16,West,Express,P017,Instant Coffee 100g,Beverages,2025-12-15,261,0.0,1,31,229,0,0,0.0,96,12,SUP005,19,0.83,74.68,129.0,17101.72,2315.0800000000004,74.68
S015,West Standard 15,West,Standard,P008,Breakfast Cereal,Packaged Foods,2025-01-06,123,0.0,0,32,91,0,0,0.0,109,14,SUP004,21,0.85,71.87,118.18,6540.17,2299.84,0.0
S001,North Flagship 1,North,Flagship,P027,Hand Sanitizer 200ml,Personal Care,2025-02-17,871,0.0,4,78,789,0,0,0.0,228,29,SUP009,18,0.9,370.0,556.57,291930.0,28860.0,1480.0
S009,East Flagship 9,East,Flagship,P004,Fresh Curd 500g,Perishables,2025-12-08,1002,0.0,50,84,868,0,0,0.0,289,36,SUP002,21,0.92,97.3,142.66,84456.4,8173.2,4865.0
S005,South Flagship 5,South,Flagship,P010,Frozen Peas 500g,Packaged Foods,2025-04-14,99,0.0,0,45,54,0,0,0.0,133,17,SUP004,21,0.85,562.75,881.36,30388.5,25323.75,0.0
S016,West Express 16,West,Express,P020,Laundry Detergent 1kg,Household Essentials,2025-04-21,16,0.0,0,12,4,0,0,0.0,25,4,SUP008,13,0.97,395.11,674.34,1580.44,4741.32,0.0
S006,South Standard 6,South,Standard,P010,Frozen Peas 500g,Packaged Foods,2025-12-15,144,110.0,0,29,115,0,0,0.0,93,12,SUP004,21,0.85,562.75,881.36,64716.25,16319.75,0.0
S001,North Flagship 1,North,Flagship,P001,Fresh Milk 1L,Perishables,2025-06-02,112,0.0,4,70,38,0,0,0.0,170,28,SUP001,13,0.95,74.84,135.63,2843.92,5238.8,299.36
S011,East Standard 11,East,Standard,P001,Fresh Milk 1L,Perishables,2025-01-27,277,173.0,11,44,222,0,0,0.0,100,17,SUP001,13,0.95,74.84,135.63,16614.48,3292.96,823.24
S003,North Standard 3,North,Standard,P004,Fresh Curd 500g,Perishables,2025-02-03,484,283.0,24,68,392,0,0,0.0,180,23,SUP002,21,0.92,97.3,142.66,38141.6,6616.4,2335.2
S002,North Standard 2,North,Standard,P022,Trash Bags (30 pack),Household Essentials,2025-05-12,407,0.0,0,62,345,0,0,0.0,149,25,SUP008,13,0.97,364.5,550.03,125752.5,22599.0,0.0
S011,East Standard 11,East,Standard,P028,Shaving Cream,Personal Care,2025-02-24,352,0.0,0,43,309,0,0,0.0,123,20,SUP010,15,0.9,150.41,217.98,46476.69,6467.63,0.0
S014,West Standard 14,West,Standard,P025,Toothpaste 100g,Personal Care,2025-01-27,152,135.0,0,33,119,0,0,0.0,101,13,SUP009,18,0.9,381.89,560.84,45444.909999999996,12602.369999999999,0.0
S013,West Flagship 13,West,Flagship,P006,Fresh Eggs (12),Perishables,2025-02-24,471,0.0,24,56,391,0,0,0.0,152,19,SUP002,21,0.92,51.14,81.02,19995.74,2863.84,1227.3600000000001
S002,North Standard 2,North,Standard,P010,Frozen Peas 500g,Packaged Foods,2025-04-14,114,0.0,0,24,90,0,0,0.0,93,12,SUP004,21,0.85,562.75,881.36,50647.5,13506.0,0.0
S005,South Flagship 5,South,Flagship,P015,Mineral Water 1L,Beverages,2025-10-06,751,0.0,3,56,692,0,0,0.0,192,24,SUP005,19,0.83,235.43,413.22,162917.56,13184.08,706.29
S011,East Standard 11,East,Standard,P028,Shaving Cream,Personal Care,2025-05-19,79,0.0,0,57,22,0,0,0.0,123,20,SUP010,15,0.9,150.41,217.98,3309.02,8573.369999999999,0.0
S002,North Standard 2,North,Standard,P020,Laundry Detergent 1kg,Household Essentials,2025-09-15,40,0.0,0,24,16,0,0,0.0,48,8,SUP008,13,0.97,395.11,674.34,6321.76,9482.64,0.0
S009,East Flagship 9,East,Flagship,P014,Orange Juice 1L,Beverages,2025-06-02,125,0.0,0,69,56,0,0,0.0,122,20,SUP006,15,0.83,249.02,418.47,13945.12,17182.38,0.0
S006,South Standard 6,South,Standard,P009,Biscuits Family Pack,Packaged Foods,2025-12-22,58,0.0,0,37,21,0,0,0.0,44,11,SUP003,10,0.85,130.23,193.67,2734.83,4818.509999999999,0.0
S001,North Flagship 1,North,Flagship,P005,Butter 100g,Perishables,2025-12-29,438,0.0,26,96,316,0,0,0.0,195,32,SUP001,13,0.95,223.18,345.5,70524.88,21425.28,5802.68
S007,South Standard 7,South,Standard,P009,Biscuits Family Pack,Packaged Foods,2025-02-03,60,0.0,0,27,33,0,0,0.0,37,9,SUP003,10,0.85,130.23,193.67,4297.589999999999,3516.2099999999996,0.0
S015,West Standard 15,West,Standard,P019,Dish Soap 500ml,Household Essentials,2025-04-14,179,179.0,0,34,145,0,0,0.0,58,14,SUP007,6,0.89,633.68,997.2,91883.59999999999,21545.12,0.0
S007,South Standard 7,South,Standard,P008,Breakfast Cereal,Packaged Foods,2025-12-15,365,0.0,1,23,341,0,0,0.0,99,12,SUP004,21,0.85,71.87,118.18,24507.670000000002,1653.0100000000002,71.87
S004,North Express 4,North,Express,P003,Paneer 200g,Perishables,2025-09-01,99,0.0,4,18,77,0,0,0.0,44,7,SUP001,13,0.95,33.93,50.31,2612.61,610.74,135.72
S002,North Standard 2,North,Standard,P004,Fresh Curd 500g,Perishables,2025-06-30,943,0.0,47,55,841,0,0,0.0,184,23,SUP002,21,0.92,97.3,142.66,81829.3,5351.5,4573.099999999999
S005,South Flagship 5,South,Flagship,P029,Deodorant Spray,Personal Care,2025-08-11,114,0.0,0,27,87,0,0,0.0,89,11,SUP009,18,0.9,518.28,771.74,45090.36,13993.56,0.0
S004,North Express 4,North,Express,P024,Paper Towels (2 pack),Household Essentials,2025-02-24,46,0.0,0,13,33,0,0,0.0,38,6,SUP008,13,0.97,942.51,1453.01,31102.829999999998,12252.63,0.0
S008,South Express 8,South,Express,P023,All-Purpose Cleaner,Household Essentials,2025-12-15,59,0.0,0,17,42,0,0,0.0,42,10,SUP007,6,0.89,343.86,620.06,14442.12,5845.62,0.0
S001,North Flagship 1,North,Flagship,P018,Green Tea Box,Beverages,2025-04-28,496,0.0,2,107,387,0,0,0.0,221,37,SUP006,15,0.83,203.58,352.78,78785.46,21783.06,407.16
S015,West Standard 15,West,Standard,P018,Green Tea Box,Beverages,2025-01-20,207,175.0,1,51,155,0,0,0.0,135,22,SUP006,15,0.83,203.58,352.78,31554.9,10382.58,203.58
S003,North Standard 3,North,Standard,P010,Frozen Peas 500g,Packaged Foods,2025-09-29,243,0.0,1,32,210,0,0,0.0,91,11,SUP004,21,0.85,562.75,881.36,118177.5,18008.0,562.75
S014,West Standard 14,West,Standard,P026,Body Wash 250ml,Personal Care,2025-05-26,112,0.0,0,67,45,0,0,0.0,140,23,SUP010,15,0.9,405.93,622.07,18266.85,27197.31,0.0
S009,East Flagship 9,East,Flagship,P027,Hand Sanitizer 200ml,Personal Care,2025-07-07,349,0.0,2,52,295,0,0,0.0,236,29,SUP009,18,0.9,370.0,556.57,109150.0,19240.0,740.0
S011,East Standard 11,East,Standard,P030,Hair Oil 200ml,Personal Care,2025-10-13,106,0.0,0,26,80,0,0,0.0,79,13,SUP010,15,0.9,312.2,464.39,24976.0,8117.2,0.0
S015,West Standard 15,West,Standard,P001,Fresh Milk 1L,Perishables,2025-06-23,169,124.0,6,49,114,0,0,0.0,104,17,SUP001,13,0.95,74.84,135.63,8531.76,3667.1600000000003,449.04
S011,East Standard 11,East,Standard,P020,Laundry Detergent 1kg,Household Essentials,2025-10-13,94,0.0,0,18,76,0,0,0.0,43,7,SUP008,13,0.97,395.11,674.34,30028.36,7111.9800000000005,0.0
S015,West Standard 15,West,Standard,P025,Toothpaste 100g,Personal Care,2025-10-13,143,0.0,0,37,106,0,0,0.0,102,13,SUP009,18,0.9,381.89,560.84,40480.34,14129.93,0.0
S011,East Standard 11,East,Standard,P012,Ketchup 500g,Packaged Foods,2025-03-31,240,0.0,0,20,220,0,0,0.0,52,7,SUP004,21,0.85,254.57,434.46,56005.4,5091.4,0.0
S011,East Standard 11,East,Standard,P027,Hand Sanitizer 200ml,Personal Care,2025-03-10,692,0.0,3,45,644,0,0,0.0,134,17,SUP009,18,0.9,370.0,556.57,238280.0,16650.0,1110.0
S016,West Express 16,West,Express,P015,Mineral Water 1L,Beverages,2025-07-07,186,0.0,1,22,163,0,0,0.0,69,9,SUP005,19,0.83,235.43,413.22,38375.090000000004,5179.46,235.43
S007,South Standard 7,South,Standard,P008,Breakfast Cereal,Packaged Foods,2025-11-03,77,0.0,0,27,50,0,0,0.0,99,12,SUP004,21,0.85,71.87,118.18,3593.5,1940.4900000000002,0.0
S005,South Flagship 5,South,Flagship,P026,Body Wash 250ml,Personal Care,2025-06-02,489,0.0,1,84,404,0,0,0.0,217,36,SUP010,15,0.9,405.93,622.07,163995.72,34098.12,405.93
S009,East Flagship 9,East,Flagship,P010,Frozen Peas 500g,Packaged Foods,2025-07-21,207,0.0,1,39,167,0,0,0.0,146,18,SUP004,21,0.85,562.75,881.36,93979.25,21947.25,562.75
S016,West Express 16,West,Express,P011,Pasta 500g,Packaged Foods,2025-07-28,63,0.0,0,21,42,0,0,0.0,39,10,SUP003,10,0.85,389.93,598.54,16377.06,8188.53,0.0
S016,West Express 16,West,Express,P026,Body Wash 250ml,Personal Care,2025-04-28,351,157.0,1,36,314,0,0,0.0,79,13,SUP010,15,0.9,405.93,622.07,127462.02,14613.48,405.93
S005,South Flagship 5,South,Flagship,P010,Frozen Peas 500g,Packaged Foods,2025-04-21,54,0.0,0,51,3,0,0,0.0,133,17,SUP004,21,0.85,562.75,881.36,1688.25,28700.25,0.0
S012,East Express 12,East,Express,P004,Fresh Curd 500g,Perishables,2025-01-06,101,0.0,5,31,65,0,0,0.0,90,11,SUP002,21,0.92,97.3,142.66,6324.5,3016.2999999999997,486.5
S014,West Standard 14,West,Standard,P030,Hair Oil 200ml,Personal Care,2025-12-29,241,149.0,0,22,219,0,0,0.0,82,14,SUP010,15,0.9,312.2,464.39,68371.8,6868.4,0.0
S002,North Standard 2,North,Standard,P011,Pasta 500g,Packaged Foods,2025-03-03,84,0.0,0,37,47,0,0,0.0,76,19,SUP003,10,0.85,389.93,598.54,18326.71,14427.41,0.0
S005,South Flagship 5,South,Flagship,P002,Brown Bread,Perishables,2025-01-06,127,0.0,6,34,87,0,0,0.0,113,14,SUP002,21,0.92,168.93,291.21,14696.91,5743.62,1013.58
S006,South Standard 6,South,Standard,P024,Paper Towels (2 pack),Household Essentials,2025-07-28,76,0.0,0,30,46,0,0,0.0,79,13,SUP008,13,0.97,942.51,1453.01,43355.46,28275.3,0.0
S001,North Flagship 1,North,Flagship,P023,All-Purpose Cleaner,Household Essentials,2025-04-21,128,0.0,0,42,86,0,0,0.0,117,29,SUP007,6,0.89,343.86,620.06,29571.960000000003,14442.12,0.0
S007,South Standard 7,South,Standard,P005,Butter 100g,Perishables,2025-12-22,313,109.0,19,47,247,0,0,0.0,107,18,SUP001,13,0.95,223.18,345.5,55125.46,10489.460000000001,4240.42
S003,North Standard 3,North,Standard,P010,Frozen Peas 500g,Packaged Foods,2025-06-02,319,0.0,1,30,288,0,0,0.0,91,11,SUP004,21,0.85,562.75,881.36,162072.0,16882.5,562.75
S009,East Flagship 9,East,Flagship,P011,Pasta 500g,Packaged Foods,2025-03-31,148,0.0,0,79,69,0,0,0.0,120,30,SUP003,10,0.85,389.93,598.54,26905.170000000002,30804.47,0.0
S002,North Standard 2,North,Standard,P008,Breakfast Cereal,Packaged Foods,2025-03-31,201,0.0,0,44,157,0,0,0.0,118,15,SUP004,21,0.85,71.87,118.18,11283.59,3162.28,0.0
S005,South Flagship 5,South,Flagship,P028,Shaving Cream,Personal Care,2025-03-31,340,0.0,0,74,266,0,0,0.0,196,33,SUP010,15,0.9,150.41,217.98,40009.06,11130.34,0.0
S001,North Flagship 1,North,Flagship,P013,Cola 2L,Beverages,2025-03-24,695,0.0,1,55,639,0,0,0.0,143,18,SUP005,19,0.83,71.04,102.19,45394.560000000005,3907.2000000000003,71.04
S009,East Flagship 9,East,Flagship,P025,Toothpaste 100g,Personal Care,2025-06-02,565,0.0,1,66,498,0,0,0.0,172,22,SUP009,18,0.9,381.89,560.84,190181.22,25204.739999999998,381.89
S001,North Flagship 1,North,Flagship,P007,Instant Noodles Pack,Packaged Foods,2025-01-06,82,0.0,0,37,45,0,0,0.0,66,16,SUP003,10,0.85,478.65,792.21,21539.25,17710.05,0.0
S015,West Standard 15,West,Standard,P030,Hair Oil 200ml,Personal Care,2025-12-08,129,88.0,0,26,103,0,0,0.0,83,14,SUP010,15,0.9,312.2,464.39,32156.6,8117.2,0.0
S002,North Standard 2,North,Standard,P008,Breakfast Cereal,Packaged Foods,2025-10-20,273,0.0,1,38,234,0,0,0.0,118,15,SUP004,21,0.85,71.87,118.18,16817.58,2731.0600000000004,71.87
S014,West Standard 14,West,Standard,P029,Deodorant Spray,Personal Care,2025-04-07,80,0.0,0,17,63,0,0,0.0,57,7,SUP009,18,0.9,518.28,771.74,32651.64,8810.76,0.0
S012,East Express 12,East,Express,P023,All-Purpose Cleaner,Household Essentials,2025-12-22,69,44.0,0,22,47,0,0,0.0,37,9,SUP007,6,0.89,343.86,620.06,16161.42,7564.92,0.0
S012,East Express 12,East,Express,P028,Shaving Cream,Personal Care,2025-07-21,45,0.0,0,26,19,0,0,0.0,67,11,SUP010,15,0.9,150.41,217.98,2857.79,3910.66,0.0
S004,North Express 4,North,Express,P016,Energy Drink Can,Beverages,2025-07-07,109,0.0,0,41,68,0,0,0.0,71,12,SUP006,15,0.83,389.91,568.72,26513.88,15986.310000000001,0.0
S004,North Express 4,North,Express,P012,Ketchup 500g,Packaged Foods,2025-08-18,80,46.0,0,5,75,0,0,0.0,28,4,SUP004,21,0.85,254.57,434.46,19092.75,1272.85,0.0
S002,North Standard 2,North,Standard,P008,Breakfast Cereal,Packaged Foods,2025-01-27,168,141.0,0,42,126,0,0,0.0,118,15,SUP004,21,0.85,71.87,118.18,9055.62,3018.54,0.0
S004,North Express 4,North,Express,P002,Brown Bread,Perishables,2025-05-05,155,76.0,7,15,133,0,0,0.0,38,5,SUP002,21,0.92,168.93,291.21,22467.690000000002,2533.9500000000003,1182.51
S009,East Flagship 9,East,Flagship,P007,Instant Noodles Pack,Packaged Foods,2025-02-24,127,108.0,0,55,72,0,0,0.0,68,17,SUP003,10,0.85,478.65,792.21,34462.799999999996,26325.75,0.0
S010,East Standard 10,East,Standard,P006,Fresh Eggs (12),Perishables,2025-12-15,292,0.0,15,23,254,0,0,0.0,99,12,SUP002,21,0.92,51.14,81.02,12989.56,1176.22,767.1
S014,West Standard 14,West,Standard,P023,All-Purpose Cleaner,Household Essentials,2025-09-29,141,0.0,0,57,84,0,0,0.0,71,18,SUP007,6,0.89,343.86,620.06,28884.24,19600.02,0.0
S005,South Flagship 5,South,Flagship,P005,Butter 100g,Perishables,2025-09-08,286,198.0,17,61,208,0,0,0.0,182,30,SUP001,13,0.95,223.18,345.5,46421.44,13613.98,3794.06
S009,East Flagship 9,East,Flagship,P013,Cola 2L,Beverages,2025-10-20,196,196.0,0,47,149,0,0,0.0,147,18,SUP005,19,0.83,71.04,102.19,10584.960000000001,3338.88,0.0
S003,North Standard 3,North,Standard,P015,Mineral Water 1L,Beverages,2025-12-29,212,158.0,1,46,165,0,0,0.0,132,16,SUP005,19,0.83,235.43,413.22,38845.950000000004,10829.78,235.43
